epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,10357.6,2.21251,1.32793,1.77319,0.86866,0.30124,0.581,0.28971,2.16986,1.63271,2.13586,0.00164,0.00164,0.00164
22,10843.7,2.18869,1.33004,1.81894,0.86925,0.30772,0.58822,0.2921,2.14086,1.77587,2.10669,0.001622,0.001622,0.001622
23,11335.7,2.20166,1.2741,1.77543,0.86592,0.34438,0.60138,0.30999,2.15769,1.68018,2.11438,0.001604,0.001604,0.001604
24,11825.9,2.19416,1.32589,1.79228,0.75284,0.34401,0.53897,0.23964,2.31529,1.86029,2.22159,0.001586,0.001586,0.001586
25,12315.5,2.17882,1.28189,1.75666,0.88239,0.29032,0.58325,0.28711,2.18312,1.56157,2.12551,0.001568,0.001568,0.001568
26,12801.8,2.15376,1.24666,1.76733,0.88729,0.21718,0.54879,0.28158,2.14064,1.64703,2.131,0.00155,0.00155,0.00155
27,13290.3,2.11544,1.25309,1.76204,0.87901,0.26902,0.57201,0.30297,2.1911,1.67737,2.14217,0.001532,0.001532,0.001532
28,13776.2,2.1212,1.22855,1.74589,0.87307,0.33494,0.5957,0.31399,2.08992,1.73832,2.07153,0.001514,0.001514,0.001514
29,14266.3,2.10935,1.19793,1.72174,0.87239,0.36327,0.61368,0.32009,2.0804,1.57297,2.0557,0.001496,0.001496,0.001496
30,14757.5,2.10987,1.1991,1.71242,0.84998,0.36086,0.5955,0.30074,2.14614,1.56711,2.07339,0.001478,0.001478,0.001478
31,15241.5,2.10467,1.182,1.73106,0.85341,0.41066,0.62922,0.31833,2.12485,1.63134,2.07747,0.00146,0.00146,0.00146
32,15733.6,2.06669,1.15402,1.65737,0.88953,0.31605,0.59958,0.31869,2.07581,1.51497,2.0389,0.001442,0.001442,0.001442
33,16221.1,2.10159,1.18593,1.71549,0.93482,0.17793,0.55477,0.31843,2.05086,1.45775,2.03161,0.001424,0.001424,0.001424
34,16706.6,2.0732,1.17366,1.6899,0.8596,0.37974,0.61441,0.31154,2.1313,1.48473,2.09214,0.001406,0.001406,0.001406
35,17190.2,2.06984,1.16546,1.70702,0.87989,0.36216,0.6156,0.32397,1.99746,1.54741,1.97417,0.001388,0.001388,0.001388
36,17676.1,2.05058,1.14917,1.68746,0.86866,0.38697,0.62564,0.32561,2.0292,1.48004,1.99225,0.00137,0.00137,0.00137
37,18164.4,2.03875,1.14155,1.64636,0.90074,0.29235,0.59327,0.32675,2.05368,1.41952,2.02576,0.001352,0.001352,0.001352
38,18654.9,2.05979,1.14127,1.67184,0.87043,0.41918,0.64598,0.33798,2.0006,1.39517,1.98484,0.001334,0.001334,0.001334
39,19154.3,2.04111,1.12179,1.66386,0.8928,0.31457,0.60149,0.31473,2.06573,1.37577,2.00894,0.001316,0.001316,0.001316
40,19642.3,2.02366,1.1547,1.67443,0.88125,0.39159,0.63234,0.33638,2.01254,1.42493,1.96754,0.001298,0.001298,0.001298
41,20125.1,2.02234,1.12773,1.67926,0.86303,0.41881,0.63547,0.32826,2.00822,1.40093,2.00414,0.00128,0.00128,0.00128
42,20612.4,2.02899,1.11691,1.67497,0.80999,0.45936,0.63211,0.31595,2.10918,1.5412,2.06963,0.001262,0.001262,0.001262
43,21106.2,2.03121,1.09547,1.6594,0.85961,0.424,0.64224,0.33541,2.05632,1.56875,2.01391,0.001244,0.001244,0.001244
44,21594,2.01706,1.12262,1.66279,0.91467,0.25403,0.58256,0.32415,2.01515,1.33003,1.96058,0.001226,0.001226,0.001226
45,22078.7,2.01974,1.10833,1.65559,0.86734,0.414,0.63981,0.33366,2.0569,1.46307,2.02387,0.001208,0.001208,0.001208
46,22567.6,2.02057,1.10943,1.65923,0.8872,0.38882,0.63743,0.33205,2.01925,1.3624,1.96418,0.00119,0.00119,0.00119
47,23058.2,2.03423,1.10613,1.65784,0.86936,0.37826,0.62329,0.33174,2.00602,1.3763,1.96346,0.001172,0.001172,0.001172
48,23544.1,1.98933,1.10162,1.64457,0.88537,0.409,0.64828,0.35069,1.99659,1.31313,1.95281,0.001154,0.001154,0.001154
49,24030.7,1.98796,1.06288,1.61028,0.8925,0.36586,0.6242,0.33357,1.95925,1.35587,1.92037,0.001136,0.001136,0.001136
50,24518.6,1.96254,1.07385,1.62857,0.91049,0.32772,0.61864,0.34599,1.95799,1.30912,1.91092,0.001118,0.001118,0.001118
51,25009.6,1.97968,1.08573,1.64732,0.89834,0.36975,0.63385,0.34855,1.97196,1.25449,1.92427,0.0011,0.0011,0.0011
52,25508.7,1.94731,1.05778,1.59617,0.84161,0.49583,0.66918,0.33939,2.00577,1.38406,1.97061,0.001082,0.001082,0.001082
53,26003.9,1.96528,1.06977,1.62512,0.88771,0.404,0.64617,0.35712,1.94611,1.28094,1.91175,0.001064,0.001064,0.001064
54,26490.9,1.94251,1.04556,1.60827,0.90188,0.38123,0.64061,0.35263,1.93536,1.25687,1.90218,0.001046,0.001046,0.001046
55,26978.1,1.95621,1.04512,1.61026,0.85551,0.44288,0.64696,0.34003,1.98417,1.4146,1.95904,0.001028,0.001028,0.001028
56,27464.5,1.9433,1.06453,1.64118,0.88992,0.42511,0.65668,0.35685,1.96039,1.22773,1.91693,0.00101,0.00101,0.00101
57,27952.1,1.95181,1.03859,1.61362,0.85308,0.49454,0.67629,0.35898,1.98166,1.35563,1.95116,0.000992,0.000992,0.000992
58,28444.4,1.9422,1.03459,1.58259,0.86521,0.47065,0.66755,0.35878,1.94045,1.28791,1.90469,0.000974,0.000974,0.000974
59,28932.8,1.92895,1.01613,1.58752,0.84528,0.51083,0.68169,0.35436,1.94596,1.29154,1.90745,0.000956,0.000956,0.000956
60,29423.6,1.93966,1.03581,1.59436,0.87865,0.45177,0.66523,0.36335,1.95372,1.28434,1.92342,0.000938,0.000938,0.000938
61,29907.9,1.91197,1.03639,1.59192,0.90861,0.3516,0.62924,0.35252,1.90967,1.26193,1.8748,0.00092,0.00092,0.00092
62,30399.8,1.9247,0.9928,1.58269,0.86414,0.48047,0.67582,0.36073,1.92138,1.30361,1.89146,0.000902,0.000902,0.000902
63,30891.4,1.94192,1.01667,1.60828,0.89858,0.42159,0.66028,0.35336,1.96266,1.25389,1.91392,0.000884,0.000884,0.000884
64,31383.6,1.93303,1.01507,1.59368,0.89075,0.45288,0.6717,0.36402,1.92392,1.2792,1.89747,0.000866,0.000866,0.000866
65,31874.3,1.8824,0.99636,1.56777,0.89582,0.37734,0.63614,0.3534,1.92119,1.21087,1.88639,0.000848,0.000848,0.000848
66,32372.8,1.8839,0.99566,1.58251,0.89619,0.42196,0.65905,0.36663,1.90515,1.26498,1.88576,0.00083,0.00083,0.00083
67,32862.5,1.88343,0.97864,1.55622,0.86182,0.50231,0.68383,0.36476,1.90065,1.20633,1.87004,0.000812,0.000812,0.000812
68,33342.2,1.88793,1.00096,1.58369,0.89578,0.42492,0.66154,0.3626,1.94825,1.24436,1.92794,0.000794,0.000794,0.000794
69,33842.2,1.90676,0.99719,1.58689,0.86362,0.45492,0.6568,0.34829,1.99458,1.34477,1.9532,0.000776,0.000776,0.000776
70,34337.7,1.90972,1.00248,1.5789,0.89763,0.39937,0.64899,0.35689,1.9394,1.20736,1.90382,0.000758,0.000758,0.000758
71,34823.2,1.88249,0.98735,1.56894,0.88686,0.44992,0.67059,0.36859,1.92443,1.23581,1.87898,0.00074,0.00074,0.00074
72,35308.6,1.85903,0.98004,1.55262,0.8943,0.45899,0.67855,0.37391,1.9122,1.14546,1.87078,0.000722,0.000722,0.000722
73,35807.6,1.88172,0.97399,1.56263,0.88759,0.43566,0.66279,0.36896,1.87013,1.18386,1.83244,0.000704,0.000704,0.000704
74,36294.5,1.8523,0.96297,1.53861,0.89294,0.45399,0.67263,0.3695,1.86588,1.17776,1.83747,0.000686,0.000686,0.000686
75,36778.9,1.88907,0.97285,1.57542,0.88822,0.46195,0.67465,0.36637,1.93507,1.16935,1.91415,0.000668,0.000668,0.000668
76,37269.6,1.8625,0.95664,1.55625,0.89462,0.44325,0.6708,0.37116,1.8703,1.2007,1.84701,0.00065,0.00065,0.00065
77,37763,1.85005,0.96148,1.54862,0.88844,0.45269,0.67065,0.36576,1.90223,1.1814,1.87843,0.000632,0.000632,0.000632
78,38245,1.83395,0.93459,1.54408,0.88496,0.47288,0.6817,0.37574,1.89865,1.18498,1.8748,0.000614,0.000614,0.000614
79,38734.1,1.86763,0.96632,1.55949,0.8925,0.45806,0.67654,0.36741,1.86419,1.16589,1.83963,0.000596,0.000596,0.000596
80,39222,1.85477,0.96258,1.54643,0.89733,0.44825,0.67392,0.37731,1.88962,1.1535,1.85926,0.000578,0.000578,0.000578
81,39717.9,1.86147,0.95407,1.54187,0.89677,0.41659,0.65723,0.37129,1.88669,1.16139,1.87449,0.00056,0.00056,0.00056
82,40207.9,1.84333,0.94904,1.52915,0.87109,0.49546,0.6858,0.37594,1.87197,1.14815,1.84003,0.000542,0.000542,0.000542
83,40690.4,1.81224,0.9389,1.55962,0.88805,0.47732,0.68566,0.38292,1.84077,1.13288,1.80826,0.000524,0.000524,0.000524
84,41178.2,1.82816,0.93903,1.53655,0.88881,0.44695,0.6698,0.37221,1.89744,1.15869,1.86246,0.000506,0.000506,0.000506
85,41658.5,1.82846,0.94101,1.54201,0.89402,0.46232,0.68116,0.38417,1.85349,1.12991,1.83303,0.000488,0.000488,0.000488
86,42143.7,1.78755,0.92349,1.52367,0.90181,0.46084,0.68407,0.38083,1.87584,1.14468,1.84439,0.00047,0.00047,0.00047
87,42631.7,1.83147,0.93768,1.5374,0.87184,0.52398,0.7014,0.37967,1.89908,1.15543,1.8778,0.000452,0.000452,0.000452
88,43122.8,1.8181,0.9314,1.54119,0.87681,0.49287,0.68919,0.37657,1.87542,1.13727,1.83776,0.000434,0.000434,0.000434
89,43610.6,1.82776,0.92538,1.53095,0.88146,0.47362,0.67887,0.3681,1.90252,1.14121,1.87594,0.000416,0.000416,0.000416
90,44098.9,1.81726,0.93406,1.53804,0.87757,0.48176,0.68197,0.3773,1.86645,1.16664,1.84717,0.000398,0.000398,0.000398
91,44569.7,1.78849,0.93381,1.57543,0.90445,0.43992,0.67229,0.37625,1.91587,1.12037,1.8839,0.00038,0.00038,0.00038
92,45037.6,1.77175,0.92418,1.56996,0.88201,0.50657,0.6992,0.38456,1.84404,1.09288,1.81708,0.000362,0.000362,0.000362
93,45508.2,1.76332,0.91062,1.59477,0.88067,0.51379,0.70165,0.38618,1.85398,1.07369,1.82243,0.000344,0.000344,0.000344
94,45971.5,1.76237,0.91816,1.62072,0.91434,0.43085,0.67347,0.38288,1.866,1.08535,1.82659,0.000326,0.000326,0.000326
95,46441.9,1.76376,0.91319,1.58053,0.87719,0.51972,0.70379,0.38639,1.85619,1.08166,1.83343,0.000308,0.000308,0.000308
96,46914.3,1.74479,0.88822,1.56307,0.89996,0.4614,0.68416,0.38472,1.84904,1.08901,1.82841,0.00029,0.00029,0.00029
97,47382.4,1.74843,0.92471,1.58384,0.9071,0.46825,0.69105,0.38647,1.83688,1.0576,1.80839,0.000272,0.000272,0.000272
98,47849.9,1.73066,0.90231,1.59971,0.88893,0.50231,0.69917,0.38627,1.8666,1.06085,1.83936,0.000254,0.000254,0.000254
99,48322.6,1.7301,0.87101,1.54763,0.89061,0.49898,0.70082,0.38709,1.88769,1.08939,1.866,0.000236,0.000236,0.000236
100,48793.8,1.72723,0.88404,1.54115,0.88588,0.50305,0.69889,0.3859,1.85204,1.05642,1.82507,0.000218,0.000218,0.000218
