epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,9153.22,2.18486,1.238,1.66805,0.74497,0.52663,0.64544,0.29819,2.14377,1.56468,1.97561,0.000614,0.000614,0.000614
37,9406.57,2.16293,1.23323,1.68599,0.77636,0.48333,0.63491,0.30285,2.19427,1.65447,2.03806,0.0005744,0.0005744,0.0005744
38,9661.99,2.16917,1.21794,1.65518,0.66628,0.58313,0.64436,0.2927,2.13004,1.61145,1.99758,0.0005348,0.0005348,0.0005348
39,9919.17,2.18215,1.2086,1.65619,0.74038,0.52398,0.64442,0.30274,2.13677,1.55522,1.98023,0.0004952,0.0004952,0.0004952
40,10170.5,2.16533,1.21493,1.66137,0.77059,0.48679,0.63487,0.3026,2.12901,1.58904,1.97326,0.0004556,0.0004556,0.0004556
41,10410.8,2.1281,1.25932,1.72085,0.77763,0.4876,0.63379,0.30041,2.16623,1.65003,2.00906,0.000416,0.000416,0.000416
42,10648,2.11387,1.21732,1.71755,0.75106,0.50528,0.63551,0.30322,2.15375,1.60832,2.0183,0.0003764,0.0003764,0.0003764
43,10883.3,2.08035,1.18945,1.69775,0.79155,0.47622,0.63671,0.30749,2.15471,1.50318,1.99126,0.0003368,0.0003368,0.0003368
44,11121.5,2.07534,1.19507,1.69678,0.75093,0.53252,0.65054,0.305,2.12411,1.53795,1.97206,0.0002972,0.0002972,0.0002972
45,11362,2.07081,1.17681,1.68918,0.7263,0.56687,0.66012,0.30868,2.10079,1.54869,1.9675,0.0002576,0.0002576,0.0002576
46,11594.8,2.04767,1.20488,1.71689,0.79233,0.47846,0.63867,0.30895,2.11522,1.51916,1.96492,0.000218,0.000218,0.000218
47,11831.1,2.04848,1.17186,1.69896,0.6843,0.5811,0.65162,0.30048,2.11899,1.52162,1.96736,0.0001784,0.0001784,0.0001784
48,12069.3,2.05857,1.1758,1.69839,0.76002,0.53943,0.65816,0.31528,2.07524,1.50382,1.93852,0.0001388,0.0001388,0.0001388
