epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,3832.67,2.32835,1.3294,1.72674,0.74329,0.30235,0.52238,0.22925,2.37898,1.73656,2.15164,0.0015248,0.0015248,0.0015248
26,3984.23,2.35465,1.34065,1.74895,0.66351,0.45343,0.56101,0.22973,2.26379,1.59236,2.04778,0.001505,0.001505,0.001505
27,4131.97,2.28412,1.33822,1.75053,0.69533,0.4851,0.59357,0.26253,2.21338,1.61973,2.04432,0.0014852,0.0014852,0.0014852
28,4282.81,2.30295,1.30666,1.71723,0.76189,0.40641,0.58164,0.26349,2.20913,1.57424,2.01764,0.0014654,0.0014654,0.0014654
29,4435.29,2.2559,1.24762,1.6893,0.72654,0.45158,0.59197,0.25936,2.23529,1.68218,2.04112,0.0014456,0.0014456,0.0014456
30,4587.45,2.319,1.29875,1.70744,0.73364,0.47325,0.60597,0.27079,2.2079,1.60333,2.03092,0.0014258,0.0014258,0.0014258
31,4739.54,2.26545,1.26624,1.68855,0.728,0.47325,0.5983,0.26409,2.21326,1.50378,2.00749,0.001406,0.001406,0.001406
32,4889.37,2.25443,1.29015,1.67765,0.65192,0.52064,0.59094,0.25439,2.19753,1.84327,1.99493,0.0013862,0.0013862,0.0013862
33,5040.05,2.23377,1.27906,1.67557,0.72864,0.44695,0.58622,0.26152,2.21418,1.53834,1.99252,0.0013664,0.0013664,0.0013664
34,5195.19,2.24813,1.23501,1.65056,0.77464,0.45251,0.60893,0.28228,2.13381,1.57703,1.95345,0.0013466,0.0013466,0.0013466
35,5346.87,2.22194,1.25141,1.67589,0.62894,0.53509,0.59927,0.26244,2.19012,1.46939,1.99938,0.0013268,0.0013268,0.0013268
36,5506.18,2.21895,1.2294,1.64308,0.68385,0.53305,0.62802,0.28599,2.12038,1.53565,1.94187,0.001307,0.001307,0.001307
37,5660.09,2.23223,1.21043,1.62509,0.78131,0.4551,0.61774,0.28746,2.10944,1.44279,1.92984,0.0012872,0.0012872,0.0012872
38,5813.41,2.1978,1.19563,1.63791,0.62369,0.56249,0.60899,0.259,2.1777,1.52355,1.97435,0.0012674,0.0012674,0.0012674
39,5966.2,2.22017,1.21626,1.62155,0.77897,0.44307,0.61216,0.2891,2.11229,1.42339,1.90994,0.0012476,0.0012476,0.0012476
40,6119.63,2.18574,1.19348,1.63737,0.74194,0.5025,0.63194,0.29272,2.10231,1.41959,1.92092,0.0012278,0.0012278,0.0012278
41,6269.36,2.18453,1.21696,1.62654,0.67358,0.50546,0.60832,0.27461,2.1529,1.44649,1.96089,0.001208,0.001208,0.001208
42,6417.12,2.17035,1.18905,1.62727,0.72477,0.53194,0.63808,0.29752,2.05407,1.53304,1.87946,0.0011882,0.0011882,0.0011882
43,6571.67,2.17124,1.19994,1.62048,0.6172,0.57138,0.61445,0.26603,2.17483,1.68382,1.96704,0.0011684,0.0011684,0.0011684
44,6723.36,2.15815,1.17225,1.63104,0.68623,0.5649,0.64745,0.29247,2.10242,1.39177,1.90254,0.0011486,0.0011486,0.0011486
45,6880.2,2.17435,1.18119,1.61122,0.70921,0.53601,0.64086,0.29168,2.08407,1.35331,1.89261,0.0011288,0.0011288,0.0011288
46,7033.58,2.15799,1.17091,1.61834,0.69689,0.51509,0.61557,0.27833,2.11839,1.36996,1.90866,0.001109,0.001109,0.001109
47,7184.77,2.13201,1.15361,1.60477,0.6229,0.56397,0.61967,0.27849,2.09088,1.42865,1.87848,0.0010892,0.0010892,0.0010892
48,7338.62,2.12943,1.17477,1.59852,0.69646,0.54675,0.6371,0.28956,2.13883,1.37607,1.92878,0.0010694,0.0010694,0.0010694
49,7497.4,2.16335,1.17743,1.59714,0.76668,0.38937,0.5814,0.27146,2.15137,1.44334,1.95539,0.0010496,0.0010496,0.0010496
50,7649.45,2.11948,1.15567,1.60986,0.66754,0.56397,0.63713,0.29032,2.07557,1.48936,1.87972,0.0010298,0.0010298,0.0010298
51,7800.65,2.12981,1.15209,1.59573,0.73367,0.5386,0.64802,0.30374,2.04032,1.32443,1.86211,0.00101,0.00101,0.00101
52,7952.3,2.13359,1.13965,1.59016,0.69334,0.5823,0.65715,0.30352,2.02575,1.38031,1.84593,0.0009902,0.0009902,0.0009902
53,8102.47,2.12082,1.14027,1.59529,0.74145,0.54582,0.66322,0.31317,2.05201,1.36236,1.84177,0.0009704,0.0009704,0.0009704
54,8256.05,2.12477,1.13537,1.58562,0.73608,0.51898,0.64177,0.30574,2.03681,1.403,1.8473,0.0009506,0.0009506,0.0009506
55,8405.7,2.10473,1.13196,1.59407,0.69911,0.56656,0.64638,0.29446,2.07157,1.3829,1.87027,0.0009308,0.0009308,0.0009308
56,8560.09,2.12059,1.13613,1.6148,0.68127,0.56156,0.63541,0.28116,2.10021,1.39011,1.88099,0.000911,0.000911,0.000911
57,8707.73,2.10871,1.14318,1.61621,0.75303,0.55156,0.66431,0.31654,2.0153,1.25796,1.83151,0.0008912,0.0008912,0.0008912
58,8859.46,2.11857,1.12689,1.58159,0.769,0.53009,0.6621,0.32118,2.00078,1.30715,1.8216,0.0008714,0.0008714,0.0008714
59,9011.25,2.0464,1.0908,1.56453,0.68636,0.57656,0.65397,0.30482,1.99391,1.3584,1.80088,0.0008516,0.0008516,0.0008516
60,9164.92,2.07495,1.09541,1.56077,0.67381,0.59396,0.65633,0.29764,2.05562,1.30306,1.82997,0.0008318,0.0008318,0.0008318
61,9316.05,2.10071,1.11377,1.55949,0.70849,0.52694,0.63792,0.30098,2.02355,1.28949,1.82862,0.000812,0.000812,0.000812
62,9469.2,2.06389,1.09774,1.55883,0.7215,0.5823,0.67184,0.32463,1.99188,1.27246,1.80404,0.0007922,0.0007922,0.0007922
63,9619.29,2.06144,1.08974,1.55679,0.73908,0.56064,0.66692,0.32145,1.98879,1.25838,1.79831,0.0007724,0.0007724,0.0007724
64,9775.31,2.08902,1.09423,1.54082,0.73565,0.55545,0.6539,0.31115,1.99937,1.27424,1.79154,0.0007526,0.0007526,0.0007526
65,9926.35,2.0597,1.07828,1.56346,0.70992,0.57637,0.66292,0.31082,1.99366,1.25364,1.79645,0.0007328,0.0007328,0.0007328
66,10077.2,2.05615,1.07145,1.52951,0.72976,0.57749,0.67293,0.32104,1.97254,1.31109,1.77946,0.000713,0.000713,0.000713
67,10233.1,2.04417,1.07406,1.54394,0.71173,0.55175,0.64574,0.30431,1.9863,1.29159,1.77978,0.0006932,0.0006932,0.0006932
68,10386.4,2.06174,1.07103,1.53967,0.74546,0.55527,0.66649,0.32115,2.01404,1.24442,1.81588,0.0006734,0.0006734,0.0006734
69,10537.8,2.03465,1.07039,1.53702,0.70826,0.57804,0.65978,0.31675,1.99674,1.33219,1.80551,0.0006536,0.0006536,0.0006536
70,10691.4,2.049,1.09764,1.56617,0.74123,0.57119,0.67509,0.32451,1.98558,1.2644,1.79422,0.0006338,0.0006338,0.0006338
71,10842,2.04069,1.07255,1.53841,0.72669,0.5873,0.67692,0.32367,1.9631,1.24462,1.76422,0.000614,0.000614,0.000614
72,10995.1,2.05587,1.0701,1.54147,0.6917,0.58489,0.65798,0.30991,1.98563,1.28976,1.79742,0.0005942,0.0005942,0.0005942
73,11145.8,2.05192,1.06435,1.53621,0.6859,0.581,0.65759,0.31199,2.00524,1.24426,1.78885,0.0005744,0.0005744,0.0005744
74,11296.1,2.01942,1.04229,1.51214,0.74346,0.55268,0.66667,0.31961,1.98547,1.20722,1.77267,0.0005546,0.0005546,0.0005546
75,11452.1,2.04889,1.06463,1.51971,0.71794,0.58767,0.67463,0.32045,1.98083,1.24385,1.78091,0.0005348,0.0005348,0.0005348
76,11602.7,2.0523,1.0854,1.55428,0.75286,0.56064,0.67108,0.32495,2.00621,1.27298,1.82016,0.000515,0.000515,0.000515
77,11756.6,2.07268,1.07034,1.53313,0.73364,0.58137,0.67653,0.32299,1.99865,1.20354,1.78714,0.0004952,0.0004952,0.0004952
78,11907.7,2.02538,1.04328,1.54962,0.71087,0.61137,0.68476,0.32637,1.97999,1.1853,1.7799,0.0004754,0.0004754,0.0004754
79,12060.3,2.05164,1.05751,1.54578,0.73875,0.56545,0.66857,0.31963,2.00332,1.27119,1.80152,0.0004556,0.0004556,0.0004556
80,12214.8,2.00052,1.03746,1.50806,0.70837,0.586,0.67106,0.32096,1.97352,1.21208,1.76987,0.0004358,0.0004358,0.0004358
81,12367.5,2.01584,1.04585,1.51683,0.73759,0.58026,0.68136,0.334,1.92875,1.19711,1.74344,0.000416,0.000416,0.000416
82,12522.1,2.01431,1.02453,1.51123,0.76967,0.55434,0.67768,0.33621,1.96005,1.20403,1.74903,0.0003962,0.0003962,0.0003962
83,12675.1,1.99791,1.03268,1.5276,0.73441,0.58674,0.68322,0.33254,1.93546,1.20603,1.75083,0.0003764,0.0003764,0.0003764
84,12824.4,1.99277,1.01012,1.5099,0.72133,0.59285,0.67833,0.32704,1.96894,1.18319,1.77314,0.0003566,0.0003566,0.0003566
85,12974.8,2.00533,1.04362,1.50858,0.73924,0.58526,0.68325,0.33193,1.95086,1.18704,1.7532,0.0003368,0.0003368,0.0003368
86,13126.9,1.99702,1.03865,1.51643,0.73731,0.58878,0.68423,0.3351,1.94407,1.16984,1.74644,0.000317,0.000317,0.000317
87,13276.6,1.99974,1.02801,1.51204,0.74058,0.59304,0.68687,0.33479,1.93986,1.17339,1.75603,0.0002972,0.0002972,0.0002972
88,13429,1.97712,1.01821,1.50882,0.72084,0.6134,0.69175,0.33517,1.93924,1.17902,1.7605,0.0002774,0.0002774,0.0002774
89,13587.2,2.01307,1.02938,1.49651,0.75161,0.58323,0.68654,0.33717,1.94018,1.15309,1.74144,0.0002576,0.0002576,0.0002576
90,13736.3,1.97293,1.0224,1.52881,0.75937,0.59248,0.69235,0.3422,1.93072,1.14835,1.74471,0.0002378,0.0002378,0.0002378
91,13875.7,1.96029,1.04015,1.59193,0.80055,0.54027,0.67968,0.33925,1.95903,1.18069,1.75671,0.000218,0.000218,0.000218
92,14014.2,1.95284,1.0234,1.56236,0.72525,0.60359,0.68914,0.3356,1.94698,1.20602,1.75421,0.0001982,0.0001982,0.0001982
93,14152.7,1.93423,1.01213,1.56808,0.74865,0.59119,0.6912,0.33973,1.93894,1.15686,1.74616,0.0001784,0.0001784,0.0001784
94,14291.2,1.90081,0.99803,1.57476,0.76507,0.57582,0.68912,0.34367,1.92635,1.13473,1.72856,0.0001586,0.0001586,0.0001586
95,14428.7,1.91994,0.99805,1.54457,0.74627,0.58267,0.68571,0.33947,1.93196,1.14461,1.73414,0.0001388,0.0001388,0.0001388
96,14567.1,1.93273,1.01542,1.55674,0.75593,0.59637,0.69563,0.34586,1.91503,1.14092,1.72189,0.000119,0.000119,0.000119
97,14706.3,1.90706,0.99535,1.5304,0.75802,0.57767,0.68742,0.34235,1.92287,1.14297,1.72248,9.92e-05,9.92e-05,9.92e-05
98,14846.1,1.92785,1.00202,1.54989,0.757,0.58082,0.68919,0.34389,1.91834,1.13316,1.7267,7.94e-05,7.94e-05,7.94e-05
99,14986.2,1.91473,0.99101,1.54862,0.74847,0.58841,0.68962,0.34232,1.91953,1.1363,1.72512,5.96e-05,5.96e-05,5.96e-05
100,15126.2,1.92687,1.00766,1.56781,0.75644,0.58711,0.69309,0.34505,1.91334,1.13079,1.72048,3.98e-05,3.98e-05,3.98e-05
